customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
8058-intph,0,0.0,0,0,1.0,1,1,79.65,79.65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3642-gktct,0,0.0,0,0,61.0,1,1,115.1,6993.65,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0774-rmnuw,0,0.0,1,1,71.0,0,0,59.7,4122.65,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
1334-pdukm,0,0.0,1,0,68.0,1,0,86.45,5762.95,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0756-mpzrl,1,0.0,0,0,46.0,0,0,33.7,1537.85,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2242-mfotg,1,0.0,0,0,33.0,1,0,80.1,2603.3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2927-cvult,0,0.0,1,1,53.0,1,1,104.05,5566.4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
2144-bfdso,0,1.0,1,0,50.0,1,0,108.75,5431.9,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
8745-pvesg,0,0.0,0,0,57.0,0,1,41.1,2258.25,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
7647-gyykx,0,0.0,1,1,54.0,1,1,20.35,1092.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
5647-fxotp,0,1.0,1,0,60.0,1,1,105.9,6401.25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
5569-ouicf,0,1.0,1,0,28.0,1,1,101.3,2812.2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
8821-xnhvz,0,0.0,1,1,1.0,1,1,80.05,80.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2082-ojvtk,1,0.0,1,1,29.0,1,1,89.2,2698.35,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
9700-ispup,0,0.0,1,1,10.0,1,1,65.5,616.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9839-etqoe,1,0.0,0,1,43.0,0,1,40.45,1912.85,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6078-vesfr,1,1.0,1,0,13.0,1,0,70.45,849.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027-tmatr,0,0.0,1,0,43.0,1,1,78.8,3460.3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
5940-nfxkv,1,0.0,1,1,19.0,1,1,83.65,1465.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1941-hosam,1,0.0,1,1,1.0,1,1,90.1,90.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9110-hsgtv,0,0.0,0,0,69.0,1,1,82.45,5555.3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0704-vcumb,0,0.0,1,0,61.0,1,0,20.25,1278.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
6171-ztvyb,1,0.0,1,0,43.0,1,0,66.25,2907.35,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8053-wwdro,0,0.0,1,0,6.0,1,0,19.5,146.3,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
9564-kclhr,1,0.0,0,0,1.0,1,0,51.25,51.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1935-imvbb,1,0.0,1,0,56.0,1,0,89.7,4952.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2535-pbcgc,0,0.0,1,0,70.0,0,0,64.55,4504.9,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2082-ceflt,1,0.0,0,0,1.0,1,1,45.6,45.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1470-psxnm,1,0.0,1,1,49.0,1,1,93.65,4520.15,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1213-ngcun,0,0.0,0,0,6.0,1,1,49.65,267.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2498-xldzr,0,0.0,1,1,32.0,1,0,73.6,2316.85,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
9866-occke,0,1.0,1,0,72.0,1,1,109.75,8075.35,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5338-yhwyt,1,0.0,0,1,37.0,1,0,61.45,2302.35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
7718-upskj,0,0.0,1,0,69.0,1,1,106.4,7251.9,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
8731-wbbmb,0,0.0,1,0,26.0,1,0,81.9,2078.55,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1448-cywkc,0,0.0,1,1,58.0,1,1,105.2,6225.4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
7901-iidqv,1,0.0,0,0,24.0,1,0,54.6,1242.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2690-dvrvk,1,0.0,1,1,5.0,1,0,20.55,99.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
5688-kztsn,1,0.0,1,1,15.0,1,1,20.0,288.05,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1270-xkucc,0,0.0,1,1,30.0,1,0,19.7,599.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0334-zfjsr,0,0.0,1,0,55.0,1,1,66.05,3462.1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2894-qojrx,0,0.0,1,0,25.0,0,1,34.0,853.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5747-pmbsq,1,1.0,1,0,10.0,1,1,92.5,934.1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
5583-ejxrd,1,0.0,1,1,44.0,0,1,54.05,2375.2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
4565-evzmj,0,0.0,0,0,47.0,1,1,58.9,2813.05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3143-jqegi,0,0.0,1,1,13.0,1,0,88.35,1222.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6386-szzkh,0,0.0,1,1,49.0,1,1,107.95,5293.2,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
3327-ybakm,0,0.0,1,0,64.0,1,1,96.9,6314.35,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
9441-qhevc,1,0.0,0,0,1.0,1,0,19.1,19.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
6705-lnmdd,1,0.0,0,0,20.0,1,0,50.0,1003.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2580-asvvy,0,0.0,1,0,37.0,0,0,45.4,1593.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3370-gqeal,1,0.0,1,1,30.0,1,0,85.45,2509.95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5032-uspkf,0,0.0,0,0,38.0,1,0,84.1,3187.65,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
2982-ihmft,0,1.0,0,0,1.0,1,1,74.45,74.45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3521-syvor,0,0.0,0,0,37.0,1,1,64.75,2345.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4254-qpede,0,0.0,1,0,52.0,0,0,66.25,3330.1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
6283-gitpx,1,0.0,0,1,71.0,1,1,76.9,5522.7,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
9526-jawyf,1,0.0,0,0,26.0,1,0,89.8,2335.3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0771-chwsk,1,0.0,0,0,66.0,1,1,74.6,4798.4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
9788-hngut,1,0.0,1,0,72.0,1,1,116.95,8594.4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
9495-rediy,1,0.0,0,1,25.0,0,1,40.65,970.55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5375-xldof,1,0.0,1,1,69.0,1,1,114.35,7665.8,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1172-viybp,1,0.0,1,1,53.0,1,0,69.7,3686.05,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5649-vukmc,0,0.0,0,0,12.0,1,0,95.5,1115.15,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
6559-pdzlr,1,0.0,0,0,26.0,1,1,98.65,2537.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
8992-obvdg,1,0.0,0,0,21.0,1,0,61.65,1393.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4273-mbhya,0,0.0,0,1,1.0,1,1,89.35,89.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4724-wxvwf,1,0.0,0,0,48.0,1,1,95.4,4445.3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5701-guxdc,0,0.0,1,0,26.0,0,0,35.4,978.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1460-uzprj,1,0.0,1,0,60.0,1,0,19.95,1258.15,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
6082-gljix,1,0.0,0,0,18.0,1,0,19.25,331.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
5143-egqfk,0,1.0,0,0,10.0,0,1,29.65,291.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4919-ikaty,1,0.0,1,1,5.0,1,1,84.5,453.75,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2495-tthbq,0,0.0,0,1,4.0,1,1,20.4,84.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0485-zbsln,1,0.0,1,1,65.0,1,0,24.75,1715.1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
3810-pjuhr,1,0.0,1,1,70.0,1,0,25.35,1715.15,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
9050-qlroh,1,0.0,0,0,18.0,1,1,90.7,1597.25,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0847-hgrml,1,0.0,0,1,62.0,1,0,20.0,1250.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
8232-ctlko,0,0.0,1,1,66.0,1,1,59.75,3996.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
9227-ybaxe,0,0.0,1,1,65.0,1,1,82.5,5215.1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
6168-wfvvf,0,1.0,0,0,3.0,1,1,70.3,235.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9860-lisiz,0,0.0,0,0,34.0,1,0,20.35,673.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0112-qawrz,1,0.0,1,1,16.0,1,1,90.8,1442.2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0877-sdmbn,0,0.0,0,0,54.0,1,1,103.95,5639.05,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
2786-gcdpi,0,1.0,0,0,50.0,1,1,104.95,5222.35,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
4043-mkdtv,1,0.0,1,0,71.0,1,1,105.25,7291.75,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
8065-ykxkd,0,0.0,0,0,10.0,1,1,74.75,799.65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9637-eiheq,0,0.0,0,0,1.0,1,1,50.8,50.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9229-rqabd,1,0.0,0,0,18.0,1,0,23.75,424.5,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
8313-ktihg,1,0.0,0,0,4.0,1,1,61.3,249.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5320-brkgk,0,0.0,1,1,58.0,1,0,75.8,4415.75,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
6284-kmnuf,0,0.0,1,0,56.0,1,1,98.0,5270.6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
9689-ptnpg,1,0.0,0,0,2.0,1,1,80.25,144.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9465-rwmxl,1,0.0,1,0,32.0,1,1,78.9,2447.95,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6229-uolql,1,0.0,1,1,56.0,0,1,52.0,2884.9,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2362-ibooy,1,0.0,0,0,36.0,1,1,84.75,3050.15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3137-lupix,0,0.0,0,0,4.0,1,1,64.4,253.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0843-wtbxe,1,0.0,0,0,53.0,1,0,85.45,4517.25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6143-jqkea,1,0.0,0,0,10.0,1,1,45.8,436.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8676-ooqej,1,0.0,0,0,4.0,0,0,30.5,118.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5515-idejj,1,0.0,1,1,1.0,1,0,19.9,19.9,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
9701-cdxhr,0,0.0,1,0,51.0,1,0,69.15,3649.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7450-nwrtr,1,1.0,0,0,12.0,1,1,99.45,1200.15,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8124-nzvgj,0,0.0,0,0,6.0,0,1,49.25,255.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
2162-frzaa,1,0.0,1,1,63.0,0,0,39.35,2395.05,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5376-deqcp,0,0.0,0,0,1.0,1,1,70.6,70.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5118-mueyh,0,0.0,1,0,48.0,1,1,105.1,5083.55,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
9095-hfafx,0,0.0,0,0,5.0,1,1,81.0,389.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5627-tvbpp,0,0.0,0,1,35.0,1,1,20.1,644.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
2379-enzgv,1,0.0,0,0,6.0,1,1,84.85,523.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3936-qqfll,1,0.0,0,0,2.0,1,0,19.75,39.3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2589-aycrp,0,0.0,0,0,50.0,1,0,19.75,989.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
4067-hlyqi,0,0.0,0,0,33.0,1,1,70.4,2406.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124-eogye,1,0.0,0,0,31.0,1,0,20.45,638.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
5057-rkglh,0,0.0,1,1,9.0,1,0,20.35,191.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0292-wegch,0,0.0,1,1,54.0,1,1,86.2,4524.05,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
8910-ichiu,0,0.0,0,0,46.0,1,1,95.65,4664.2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
4097-yodcf,1,0.0,0,1,34.0,1,1,103.8,3470.8,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
9715-wzclw,1,0.0,1,1,71.0,1,1,97.2,6910.3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
9786-ywnhu,0,0.0,1,1,63.0,1,0,63.55,4014.2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
6407-gsjnl,0,0.0,0,0,51.0,1,0,24.95,1288.0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
6005-obzph,0,1.0,0,0,26.0,1,1,89.15,2277.65,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4049-zpald,0,0.0,1,0,64.0,1,1,99.0,6375.8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
7932-wptds,0,1.0,1,0,1.0,0,1,24.8,24.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3733-uocwf,1,1.0,1,0,61.0,1,1,85.55,5251.75,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6833-jmzyp,0,0.0,0,0,15.0,1,1,94.0,1505.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2722-vojql,1,0.0,0,0,64.0,1,1,105.65,6903.1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1310-qritu,0,0.0,0,0,18.0,1,1,50.3,913.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8961-qdzzj,0,0.0,1,1,57.0,1,1,95.0,5535.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
9715-sbvsu,1,0.0,1,1,14.0,1,1,61.4,815.55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
8490-bxheo,1,1.0,0,0,18.0,1,1,80.55,1411.65,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7173-tetgo,0,1.0,1,0,72.0,1,0,78.5,5602.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7929-skfgk,1,0.0,1,0,70.0,1,0,114.3,8244.3,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
2300-rqgoi,0,0.0,0,0,38.0,1,0,20.05,741.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
3563-svylg,1,0.0,1,1,68.0,1,0,62.65,4375.8,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
5228-excet,1,0.0,0,0,13.0,1,1,80.85,1008.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6435-vwccy,1,1.0,1,0,65.0,1,1,92.7,5968.4,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
4998-ikfse,0,0.0,0,0,30.0,1,0,100.45,3096.9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8630-qsgxk,1,0.0,1,0,51.0,1,1,75.2,3901.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2455-uslmv,0,0.0,0,0,31.0,1,1,84.75,2613.4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7394-fkdnk,0,0.0,1,0,9.0,1,0,89.45,853.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9488-fvzcc,0,0.0,1,1,72.0,1,1,79.5,5661.7,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
6331-lwdtq,1,0.0,0,0,10.0,1,1,72.15,794.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5995-wwkkg,0,0.0,0,0,37.0,1,1,19.8,695.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1597-fzreh,0,0.0,0,0,2.0,1,0,76.4,160.8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
7879-cgsfv,1,0.0,0,0,55.0,1,1,100.9,5552.05,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
9921-ezkby,1,0.0,0,1,33.0,1,1,95.3,3275.15,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7432-ffvar,0,0.0,1,1,46.0,1,0,90.95,4236.6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
7246-zgqdf,0,0.0,0,1,1.0,1,0,54.5,54.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7000-wcevq,0,1.0,0,0,20.0,1,1,61.6,1174.35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0727-iwkvk,1,0.0,1,0,9.0,1,1,79.9,741.7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5959-belxa,1,1.0,0,0,32.0,1,1,96.15,3019.25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4456-rhsnb,0,0.0,1,1,19.0,1,1,49.6,962.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3512-izikn,0,0.0,1,0,70.0,1,0,65.3,4759.75,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
2481-sboyw,0,0.0,0,1,61.0,1,1,25.0,1498.35,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
7109-mfbyv,1,0.0,0,0,26.0,1,0,45.45,1233.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1833-tcxkk,1,0.0,1,0,45.0,1,1,107.75,4882.8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1832-peuts,1,0.0,1,1,62.0,1,1,89.1,5411.65,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
6141-ooxuq,1,0.0,0,0,1.0,1,0,19.65,19.65,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
8660-buetv,0,0.0,0,0,3.0,1,0,44.75,148.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0580-piqhm,0,0.0,1,1,41.0,1,1,101.6,3930.55,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
5696-ceiqj,1,0.0,1,1,67.0,1,0,103.15,6895.5,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
7503-zguzj,1,0.0,0,0,1.0,1,1,84.65,84.65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1696-hxowk,0,0.0,1,0,71.0,1,0,95.65,6856.95,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3026-atzyv,0,0.0,1,1,37.0,1,0,75.1,2658.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
4012-ycfai,1,0.0,1,0,60.0,1,1,61.35,3766.2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2506-tnfco,0,1.0,1,0,1.0,1,1,69.55,69.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9970-qbcda,0,0.0,0,0,6.0,1,0,19.7,129.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
8718-ptmez,0,0.0,0,0,13.0,0,1,31.05,347.25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9496-ivvrp,0,0.0,1,1,11.0,1,0,51.0,581.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207-obznx,1,0.0,0,0,7.0,1,1,51.0,354.05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2657-vpxta,0,0.0,1,1,10.0,1,1,88.85,929.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6551-vljmv,1,0.0,1,0,34.0,1,0,20.05,679.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
