gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
0,0,0,0,-1.1956555318137123,1,1,-0.03862333247930746,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,1,1,1.4507507590563409,0,1,-0.39089311786876585,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,1,0,-1.2363694747501746,1,0,-1.4925670221763643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,-1.032799760067863,0,1,-1.3430185283789526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,-0.5849463877667769,1,1,-1.5025369217628586,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1.572892587865728,1,0,-1.3197554293437999,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,1,0,-0.7885161024490887,1,0,0.9650132258944322,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-1.1956555318137123,0,1,-0.927606045608365,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1.6136065308021903,1,1,1.2956815621798201,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,1,1,1.3693228731834162,0,1,-0.2662693730375895,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,1,1,-0.3406627301480028,1,1,-1.4609956734857996,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,-1.277083417686637,1,1,-0.6866668056014242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.9621834438187926,1,1,-1.339695228516788,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,-0.4220906160209275,1,0,-1.301477280101894,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-0.7478021595126263,0,1,-0.4656673647674716,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,1.1657531585011045,1,1,1.3172830112838907,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,1,1,0,0.31076035683539494,0,1,-0.84618519898533,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.39218824270831965,1,0,-0.16989367703481326,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1.6136065308021903,1,1,0.6160667403671385,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.829230045385551,1,1,0.4914429955359622,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1.572892587865728,1,0,-1.339695228516788,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,-0.2592348442750781,1,0,-1.5141684712804346,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,1,-1.032799760067863,0,0,-1.1618986858909766,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-1.0735137030043251,1,0,-0.6401406075311185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.0436113296917173,1,1,1.385410658458267,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,1,0,0.7586137291364808,0,1,-1.153590436235565,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1.6136065308021903,0,1,0.029504314695069055,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.5849463877667769,1,1,1.039787472793138,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.032799760067863,1,1,0.34355615166963294,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5957579573906314,1,0,0.30866150311690366,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1,1,0,0,-1.2363694747501746,1,1,-0.666727006428436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,1.2064671014375667,1,1,1.528312552531349,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,1,1,-0.6663742736397016,1,0,-1.4975519719696113,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.0735137030043251,1,1,-0.5072086130445304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,-0.5442324448303145,1,1,-0.3244271206254718,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,1.4914647019928033,0,1,-0.6916517553946712,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1,0,1,1,-0.8699439883220134,1,1,0.3186314027033977,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.2878949873104915,1,1,1.5416057519800082,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,0.2700464138989326,1,1,1.3272529108703848,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,-0.7070882165761639,1,1,-0.3011640215903188,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.29994878721154045,1,0,-1.467642273210129,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.0735137030043251,1,0,-1.4992136219006937,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1.3693228731834162,1,0,1.6961391955706664,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,0,1.1657531585011045,1,0,0.7938632829929503,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,0,0.432902185644782,1,1,0.9882763249295852,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.829230045385551,1,0,-1.4842587725209524,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,-0.38137667308446516,0,1,-1.0007186425759886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1.572892587865728,0,1,-0.41415621690391885,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0.06647669921662078,1,0,0.00790286559099831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,-1.1142276459407876,1,0,-1.4925670221763643,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0.3514742997718573,0,0,-0.9741322436786708,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1,1,1.6136065308021903,1,0,-1.4975519719696113,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,-0.7478021595126263,1,1,1.0248326234133966,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.3514742997718573,1,1,-1.4925670221763643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,-0.38137667308446516,1,0,0.5678788923657503,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,1.572892587865728,1,0,1.4801247045299608,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-1.277083417686637,1,1,0.18403775828572738,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.6136065308021903,1,0,-1.3081238798262234,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,-1.0735137030043251,1,1,0.16742125897490387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.38137667308446516,1,1,-1.4875820723831172,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,1,1,0,-0.9106579312584757,1,0,0.6908409872658443,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1.6136065308021903,1,1,1.5000645037029494,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,0,-1.032799760067863,1,1,-0.48062221414721285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,-1.0735137030043251,1,0,0.9882763249295852,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,-0.9513718741949381,1,1,1.2209073152811143,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.829230045385551,1,1,0.8104797823037738,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.277083417686637,1,1,-1.5075218715561054,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,1,0.6364719003270938,0,0,-1.158575386028812,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-0.5035185018938522,1,0,0.46651824656972696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,-0.6663742736397016,1,1,0.6841943875415148,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.2363694747501746,1,1,0.4947662953981272,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,-0.9106579312584757,1,1,-1.5108451714182702,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,0,-1.2363694747501746,1,1,0.49310464546704447,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,-0.5035185018938522,1,0,1.0647122217593732,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,-0.5035185018938522,1,0,-1.4659806232790467,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,-0.5442324448303145,1,0,-1.4942286721074467,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,1,0,0,-0.5442324448303145,1,1,0.8586676303051616,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-0.4220906160209275,1,1,1.3239296110082197,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.10719064215308315,1,0,0.5080594948467857,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.277083417686637,1,0,-0.651772157048695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.2700464138989326,1,1,0.27875180435742164,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0.8807555579458679,1,1,1.1411481185891612,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,-1.277083417686637,1,1,-1.4809354726587878,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,1,0,1.3693228731834162,1,1,1.3721174590096081,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,0,0,0.9621834438187926,1,1,1.3488543599744551,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1,0,0,1,-0.5849463877667769,1,1,-0.6351556577378714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,-0.6663742736397016,1,1,0.5047361949846212,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1.4507507590563409,1,1,-0.3427052698673776,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0.8400416150094056,1,0,-1.3180937794127174,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,1,1.6136065308021903,1,0,0.6625929384374445,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,-0.9513718741949381,1,1,0.3684809006358682,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.09637907252922864,1,1,-0.5304717120796834,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.1479045850895455,1,1,1.1428097685202439,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.5849463877667769,0,1,-0.9824404933340826,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1,1,1,0.9214695008823303,1,0,0.38177410008452717,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,1,0,0.2700464138989326,0,0,-0.29451742186598956,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.46280455895738987,1,1,0.5844953916765738,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2363694747501746,0,1,-0.8096289005015183,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,0,0.02576275628015843,1,1,-1.324740379137047,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,1,0,0.47361612858124436,0,0,-0.3476902196606248,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,1,-0.09637907252922864,1,0,0.05110576379913933,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,1.572892587865728,1,1,-1.457672373623635,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-1.1549415888772498,1,0,0.3518644013250447,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0.10719064215308315,1,1,0.6775477878171858,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0,1,0,-1.277083417686637,1,0,0.3518644013250447,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,-0.38137667308446516,1,1,1.3189446612149731,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,-0.4220906160209275,0,1,-0.5088702629756127,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,1,0.6771858432635561,1,0,-1.505860221625023,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,1,0.39218824270831965,1,1,0.9101787781687148,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.02576275628015843,1,1,0.9650132258944322,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,1,-1.032799760067863,1,0,-1.4925670221763643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,1.4100368161198786,1,1,1.1793660670040556,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0,-0.7070882165761639,1,0,1.0281559232755617,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1.4100368161198786,1,1,0.9434117767903619,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1,0,1,1,0.8400416150094056,1,1,0.16409795911273936,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0,1,1,-0.46280455895738987,1,0,-1.4942286721074467,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,0.31076035683539494,1,1,0.21893240683845663,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,1,-0.4220906160209275,1,0,-1.462657323416882,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0.2700464138989326,0,1,-0.8029823007771887,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0.5143300715177067,1,1,-1.4742888729344585,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,1,0,-1.2363694747501746,1,0,-1.4759505228655407,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,1.002897386755255,1,0,-1.495890322038529,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,-0.9920858171314004,1,1,-0.34436691979846007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,0,-1.032799760067863,1,1,0.9949229246539146,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-1.0735137030043251,0,1,-1.1386355868558236,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,-1.032799760067863,1,0,-1.472627223003376,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0.6771858432635561,1,1,0.04612081400589256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,1.328608930246954,1,1,0.8337428813389264,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0.9214695008823303,1,0,-0.6550954569108597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,1.572892587865728,1,0,0.7340438854739854,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,0.10719064215308315,1,1,1.063050571828291,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,-1.1956555318137123,1,1,0.4066988490507625,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-0.8699439883220134,1,0,-1.4842587725209524,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-1.277083417686637,1,0,0.35020275139396245,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.6256603307032392,1,1,1.3920572581825965,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,1,0,1.6136065308021903,1,1,1.508372753358361,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,-0.17780695840215335,1,1,0.6011118909873973,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,-0.5849463877667769,1,0,-1.4842587725209524,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,0.31076035683539494,1,1,1.1444714184513263,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,0.7993276720729432,1,1,-0.17654027675914252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0.5957579573906314,1,1,-0.2047883255875425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.38137667308446516,1,0,-0.5005620133202009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1.3693228731834162,1,0,0.03615091441939808,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,-0.9920858171314004,1,1,0.2903833538749979,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0.5957579573906314,1,0,0.689179337334762,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-1.032799760067863,1,0,-1.485920422452035,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,1.572892587865728,1,0,1.6246882485341256,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,0,0.7178997862000185,1,1,0.6193900402293036,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.5550440144541691,1,0,0.029504314695069055,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,-1.277083417686637,1,0,0.18736105814789236,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.3693228731834162,0,1,-0.11339757937801323,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,0.39218824270831965,1,1,0.702472536783421,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.1142276459407876,1,1,0.3618343009115392,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,-1.032799760067863,1,1,-0.49890036338911864,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,-0.137093015465691,1,0,0.20397755745871587,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
0,0,1,1,-0.2185209013386157,1,0,-0.49557706352695385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,-0.7070882165761639,1,1,0.35020275139396245,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,-0.29994878721154045,1,0,-1.4842587725209524,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,-0.8699439883220134,1,1,0.9716598256187616,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,1.002897386755255,1,1,1.2724184631446671,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,1.4100368161198786,1,1,1.7808833420558663,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,1,0,0.5957579573906314,1,0,1.1610879177621498,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.7885161024490887,1,1,0.569540542296833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,-0.9920858171314004,0,1,-1.1402972367869058,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.47361612858124436,1,1,1.0414491227242202,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.572892587865728,1,1,0.047782463936974814,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,1,0,-0.3406627301480028,1,1,1.3122980614906434,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-0.7070882165761639,1,1,0.513044444640033,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.277083417686637,1,0,-1.495890322038529,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,1,0,0,-1.2363694747501746,1,1,0.2604736551155154,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0.9214695008823303,1,1,1.7194022946058194,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,0,0,1.572892587865728,1,1,1.3970422079758433,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1,0,1,1,0.7178997862000185,1,0,-1.3230787292059645,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.277083417686637,1,1,0.8138030821659383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.1142276459407876,1,1,-1.5125068213493524,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1.3693228731834162,1,1,1.3222679610771375,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0.6771858432635561,1,1,0.7456754349915621,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,1,0,-1.1956555318137123,0,1,-1.130327337200412,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1.3693228731834162,1,1,-1.298153980239729,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,1,-0.8699439883220134,1,0,0.7124424363699151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.17780695840215335,0,1,-1.1519287863044823,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1.328608930246954,1,1,1.1494563682445729,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,1.2064671014375667,1,1,-1.5141684712804346,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
